,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
92,2020-07-27,309.68279558590865,218.50314493818163,388.24223942308345,309.68279558590865,309.68279558590865,-5.864684727330125,-5.864684727330125,-5.864684727330125,-5.864684727330125,-5.864684727330125,-5.864684727330125,0.0,0.0,0.0,303.8181108585785
93,2020-07-28,311.6181903660503,222.5989087087739,390.49267683308966,311.6181903660503,311.6181903660503,-2.3833795792064003,-2.3833795792064003,-2.3833795792064003,-2.3833795792064003,-2.3833795792064003,-2.3833795792064003,0.0,0.0,0.0,309.2348107868439
94,2020-07-29,313.55358514619195,228.36466337592478,400.31409019108247,313.55358514619195,313.55358514619195,-3.494359992079482,-3.494359992079482,-3.494359992079482,-3.494359992079482,-3.494359992079482,-3.494359992079482,0.0,0.0,0.0,310.0592251541125
95,2020-07-30,315.4889799263337,227.6522227455175,404.19632508255273,315.4889799263337,315.4889799263337,-3.8435786953184143,-3.8435786953184143,-3.8435786953184143,-3.8435786953184143,-3.8435786953184143,-3.8435786953184143,0.0,0.0,0.0,311.6454012310153
96,2020-07-31,317.4243747064753,222.47808938230799,396.8504584639651,317.4243747064753,317.4243747064753,-7.762546552078287,-7.762546552078287,-7.762546552078287,-7.762546552078287,-7.762546552078287,-7.762546552078287,0.0,0.0,0.0,309.661828154397
97,2020-08-03,323.230611565414,227.69674600330063,397.9978165072805,323.230611565414,323.230611565414,-5.864684727323131,-5.864684727323131,-5.864684727323131,-5.864684727323131,-5.864684727323131,-5.864684727323131,0.0,0.0,0.0,317.36592683809084
98,2020-08-04,325.16602385172683,236.67161810015375,409.00904035431466,325.16602385172683,325.16602385172683,-2.3833795791986065,-2.3833795791986065,-2.3833795791986065,-2.3833795791986065,-2.3833795791986065,-2.3833795791986065,0.0,0.0,0.0,322.7826442725282
99,2020-08-05,327.10143613803973,236.3303476730487,401.67390054105397,327.10143613803973,327.10143613803973,-3.494359992078909,-3.494359992078909,-3.494359992078909,-3.494359992078909,-3.494359992078909,-3.494359992078909,0.0,0.0,0.0,323.60707614596083
100,2020-08-06,329.03684842435257,236.83357046063472,405.40348014897916,329.03684842435257,329.03684842435257,-3.8435786953260846,-3.8435786953260846,-3.8435786953260846,-3.8435786953260846,-3.8435786953260846,-3.8435786953260846,0.0,0.0,0.0,325.1932697290265
101,2020-08-07,330.97226071066547,235.9967084223182,409.0519938932281,330.97226071066547,330.97226071066547,-7.762546552047493,-7.762546552047493,-7.762546552047493,-7.762546552047493,-7.762546552047493,-7.762546552047493,0.0,0.0,0.0,323.209714158618
102,2020-08-10,336.7784975696041,245.7162314085533,415.9577523833616,336.7784975696041,336.7784975696041,-5.864684727316138,-5.864684727316138,-5.864684727316138,-5.864684727316138,-5.864684727316138,-5.864684727316138,0.0,0.0,0.0,330.91381284228794
103,2020-08-11,338.713909855917,241.29452607474596,426.3820617827277,338.713909855917,338.713909855917,-2.3833795792028507,-2.3833795792028507,-2.3833795792028507,-2.3833795792028507,-2.3833795792028507,-2.3833795792028507,0.0,0.0,0.0,336.33053027671417
104,2020-08-12,340.6493229046081,249.5598070573715,425.24111369105105,340.6493229046081,340.6493229046081,-3.4943599920801023,-3.4943599920801023,-3.4943599920801023,-3.4943599920801023,-3.4943599920801023,-3.4943599920801023,0.0,0.0,0.0,337.154962912528
105,2020-08-13,342.5847359532992,252.84495246509536,421.7422534200791,342.5847359532992,342.5847359532992,-3.8435786952937576,-3.8435786952937576,-3.8435786952937576,-3.8435786952937576,-3.8435786952937576,-3.8435786952937576,0.0,0.0,0.0,338.7411572580054
106,2020-08-14,344.52014900199026,248.1390428605301,429.7379356609075,344.52014900199026,344.52014900199026,-7.762546552101962,-7.762546552101962,-7.762546552101962,-7.762546552101962,-7.762546552101962,-7.762546552101962,0.0,0.0,0.0,336.7576024498883
107,2020-08-17,350.3263881480636,256.62890691055105,435.82033743855965,350.3263881480636,350.3263881480636,-5.864684727329063,-5.864684727329063,-5.864684727329063,-5.864684727329063,-5.864684727329063,-5.864684727329063,0.0,0.0,0.0,344.4617034207345
108,2020-08-18,352.26180119675473,261.1727565390198,439.15013624665886,352.26180119675473,352.26180119675473,-2.383379579222885,-2.383379579222885,-2.383379579222885,-2.383379579222885,-2.383379579222885,-2.383379579222885,0.0,0.0,0.0,349.87842161753184
109,2020-08-19,354.19721424544576,266.16316088756184,432.42856704699426,354.19721424544576,354.19721424544576,-3.4943599920812964,-3.4943599920812964,-3.4943599920812964,-3.4943599920812964,-3.4943599920812964,-3.4943599920812964,0.0,0.0,0.0,350.7028542533645
110,2020-08-20,356.1326272941369,264.31839279083925,439.22697226757117,356.1326272941369,356.1326272941369,-3.843578695310276,-3.843578695310276,-3.843578695310276,-3.843578695310276,-3.843578695310276,-3.843578695310276,0.0,0.0,0.0,352.28904859882664
111,2020-08-21,358.068040342828,267.81077412666673,434.7911446752435,358.068040342828,358.068040342828,-7.762546552071169,-7.762546552071169,-7.762546552071169,-7.762546552071169,-7.762546552071169,-7.762546552071169,0.0,0.0,0.0,350.3054937907568
112,2020-08-24,363.87427989985304,272.98317851794604,446.3819838794522,363.87427989985304,363.87427989985304,-5.864684727275862,-5.864684727275862,-5.864684727275862,-5.864684727275862,-5.864684727275862,-5.864684727275862,0.0,0.0,0.0,358.0095951725772
113,2020-08-25,365.80969308552807,276.6059661325625,453.37763999104556,365.80969308552807,365.80969308552807,-2.383379579227126,-2.383379579227126,-2.383379579227126,-2.383379579227126,-2.383379579227126,-2.383379579227126,0.0,0.0,0.0,363.4263135063009
114,2020-08-26,367.74510627120304,283.6560187274873,442.3159099479868,367.74510627120304,367.74510627120304,-3.4943599920824893,-3.4943599920824893,-3.4943599920824893,-3.4943599920824893,-3.4943599920824893,-3.4943599920824893,0.0,0.0,0.0,364.25074627912056
115,2020-08-27,369.680519456878,276.86010319586444,448.22324700780126,369.680519456878,369.680519456878,-3.8435786953090982,-3.8435786953090982,-3.8435786953090982,-3.8435786953090982,-3.8435786953090982,-3.8435786953090982,0.0,0.0,0.0,365.83694076156894
116,2020-08-28,371.61593264255305,283.00111666878837,453.1481929046407,371.61593264255305,371.61593264255305,-7.7625465520758,-7.7625465520758,-7.7625465520758,-7.7625465520758,-7.7625465520758,-7.7625465520758,0.0,0.0,0.0,363.8533860904773
117,2020-08-31,377.42217219957803,288.0773135340532,463.68066965099115,377.42217219957803,377.42217219957803,-5.864684727328618,-5.864684727328618,-5.864684727328618,-5.864684727328618,-5.864684727328618,-5.864684727328618,0.0,0.0,0.0,371.5574874722494
118,2020-09-01,379.35758538525306,292.64416898950503,467.4609111864689,379.35758538525306,379.35758538525306,-2.3833795792073023,-2.3833795792073023,-2.3833795792073023,-2.3833795792073023,-2.3833795792073023,-2.3833795792073023,0.0,0.0,0.0,376.97420580604575
119,2020-09-02,381.29299857092803,291.6215196107858,465.73631988656257,381.29299857092803,381.29299857092803,-3.4943599920819146,-3.4943599920819146,-3.4943599920819146,-3.4943599920819146,-3.4943599920819146,-3.4943599920819146,0.0,0.0,0.0,377.7986385788461
120,2020-09-03,383.2284118404728,292.3584855295858,457.68031327678904,383.2284118404728,383.2284118404728,-3.8435786953167685,-3.8435786953167685,-3.8435786953167685,-3.8435786953167685,-3.8435786953167685,-3.8435786953167685,0.0,0.0,0.0,379.38483314515605
121,2020-09-04,385.1638251100177,292.3297940626649,464.59103525955334,385.1638251100177,385.1638251100177,-7.762546552080431,-7.762546552080431,-7.762546552080431,-7.762546552080431,-7.762546552080431,-7.762546552080431,0.0,0.0,0.0,377.40127855793725
122,2020-09-08,392.905478188197,304.27306556402084,479.42305011909195,392.905478188197,392.905478188197,-2.383379579211544,-2.383379579211544,-2.383379579211544,-2.383379579211544,-2.383379579211544,-2.383379579211544,0.0,0.0,0.0,390.52209860898546
123,2020-09-09,394.8408914577418,302.33370919771716,472.72411387676607,394.8408914577418,394.8408914577418,-3.4943599920787514,-3.4943599920787514,-3.4943599920787514,-3.4943599920787514,-3.4943599920787514,-3.4943599920787514,0.0,0.0,0.0,391.3465314656631
124,2020-09-10,396.77630472728663,306.941307992403,478.21299364783374,396.77630472728663,396.77630472728663,-3.8435786952932887,-3.8435786952932887,-3.8435786952932887,-3.8435786952932887,-3.8435786952932887,-3.8435786952932887,0.0,0.0,0.0,392.93272603199335
125,2020-09-11,398.71171799683145,304.9438473256174,480.15037414768517,398.71171799683145,398.71171799683145,-7.762546552049637,-7.762546552049637,-7.762546552049637,-7.762546552049637,-7.762546552049637,-7.762546552049637,0.0,0.0,0.0,390.9491714447818
126,2020-09-14,404.5179578054659,312.43977715417435,492.4387668683883,404.5179578054659,404.5179578054659,-5.864684727288343,-5.864684727288343,-5.864684727288343,-5.864684727288343,-5.864684727288343,-5.864684727288343,0.0,0.0,0.0,398.65327307817756
127,2020-09-15,406.4533710750108,324.27650029029087,493.99501462069344,406.4533710750108,406.4533710750108,-2.383379579215785,-2.383379579215785,-2.383379579215785,-2.383379579215785,-2.383379579215785,-2.383379579215785,0.0,0.0,0.0,404.069991495795
128,2020-09-16,408.38878468172726,319.7742454061757,490.48474635276375,408.38878468172726,408.38878468172726,-3.4943599920781785,-3.4943599920781785,-3.4943599920781785,-3.4943599920781785,-3.4943599920781785,-3.4943599920781785,0.0,0.0,0.0,404.8944246896491
129,2020-09-17,410.32419828844365,320.849196630829,489.7875174128457,410.32419828844365,410.32419828844365,-3.843578695300959,-3.843578695300959,-3.843578695300959,-3.843578695300959,-3.843578695300959,-3.843578695300959,0.0,0.0,0.0,406.4806195931427
130,2020-09-18,412.25961189516005,317.21930584198634,487.7837558650314,412.25961189516005,412.25961189516005,-7.762546552054268,-7.762546552054268,-7.762546552054268,-7.762546552054268,-7.762546552054268,-7.762546552054268,0.0,0.0,0.0,404.49706534310576
131,2020-09-21,418.06585271530935,324.08739589824523,503.535382324414,418.06585271530935,418.06585271530935,-5.864684727281349,-5.864684727281349,-5.864684727281349,-5.864684727281349,-5.864684727281349,-5.864684727281349,0.0,0.0,0.0,412.201167988028
132,2020-09-22,420.0012663220258,324.44689405063997,505.0501391814317,420.0012663220258,420.0012663220258,-2.383379579195958,-2.383379579195958,-2.383379579195958,-2.383379579195958,-2.383379579195958,-2.383379579195958,0.0,0.0,0.0,417.61788674282985
133,2020-09-23,421.93667992874225,329.7035497698695,502.44134464039826,421.93667992874225,421.93667992874225,-3.494359992081139,-3.494359992081139,-3.494359992081139,-3.494359992081139,-3.494359992081139,-3.494359992081139,0.0,0.0,0.0,418.44231993666114
134,2020-09-24,423.87209353545865,331.75753408832816,508.80522450209264,423.87209353545865,423.87209353545865,-3.8435786953086284,-3.8435786953086284,-3.8435786953086284,-3.8435786953086284,-3.8435786953086284,-3.8435786953086284,0.0,0.0,0.0,420.02851484015
135,2020-09-25,425.8075071421751,336.3407735353165,507.61346838397947,425.8075071421751,425.8075071421751,-7.762546552091026,-7.762546552091026,-7.762546552091026,-7.762546552091026,-7.762546552091026,-7.762546552091026,0.0,0.0,0.0,418.0449605900841
136,2020-09-28,431.8242313694551,340.89101273119667,511.4382372614755,431.8242313694551,431.8242313694551,-5.864684727294274,-5.864684727294274,-5.864684727294274,-5.864684727294274,-5.864684727294274,-5.864684727294274,0.0,0.0,0.0,425.95954664216083
137,2020-09-29,433.82980611188174,346.20247955064724,514.3787173565603,433.82980611188174,433.82980611188174,-2.3833795792002,-2.3833795792002,-2.3833795792002,-2.3833795792002,-2.3833795792002,-2.3833795792002,0.0,0.0,0.0,431.4464265326815
138,2020-09-30,435.83538085430837,342.97693266498345,517.7815523351942,435.83538085430837,435.83538085430837,-3.4943599920805637,-3.4943599920805637,-3.4943599920805637,-3.4943599920805637,-3.4943599920805637,-3.4943599920805637,0.0,0.0,0.0,432.3410208622278
139,2020-10-01,437.84095559673506,341.3735496630284,515.5233809996838,437.84095559673506,437.84095559673506,-3.8435786953162987,-3.8435786953162987,-3.8435786953162987,-3.8435786953162987,-3.8435786953162987,-3.8435786953162987,0.0,0.0,0.0,433.99737690141876
140,2020-10-02,439.84653033916175,342.47963645290275,516.0770707202555,439.84653033916175,439.84653033916175,-7.762546552095657,-7.762546552095657,-7.762546552095657,-7.762546552095657,-7.762546552095657,-7.762546552095657,0.0,0.0,0.0,432.0839837870661
141,2020-10-05,445.86325456644164,350.1820244718605,532.1532510845169,445.86325456644164,445.86325456644164,-5.864684727307198,-5.864684727307198,-5.864684727307198,-5.864684727307198,-5.864684727307198,-5.864684727307198,0.0,0.0,0.0,439.99856983913446
142,2020-10-06,447.86882930886844,356.13805450922956,528.015588433872,447.86882930886844,447.86882930886844,-2.3833795792202355,-2.3833795792202355,-2.3833795792202355,-2.3833795792202355,-2.3833795792202355,-2.3833795792202355,0.0,0.0,0.0,445.4854497296482
143,2020-10-07,449.87440405129496,363.1502177232474,537.8545204823736,449.87440405129496,449.87440405129496,-3.4943599920799913,-3.4943599920799913,-3.4943599920799913,-3.4943599920799913,-3.4943599920799913,-3.4943599920799913,0.0,0.0,0.0,446.380044059215
144,2020-10-08,452.024072422191,367.90390286157447,531.001897969045,452.024072422191,452.024072422191,-3.84357869531512,-3.84357869531512,-3.84357869531512,-3.84357869531512,-3.84357869531512,-3.84357869531512,0.0,0.0,0.0,448.1804937268759
145,2020-10-09,454.17374079308684,363.2238092517832,531.2771365591985,454.17374079308684,454.17374079308684,-7.762546552082576,-7.762546552082576,-7.762546552082576,-7.762546552082576,-7.762546552082576,-7.762546552082576,0.0,0.0,0.0,446.41119424100424
146,2020-10-12,460.62274590577493,372.1128288474631,544.7172126959865,460.62274590577493,460.62274590577493,-5.864684727320123,-5.864684727320123,-5.864684727320123,-5.864684727320123,-5.864684727320123,-5.864684727320123,0.0,0.0,0.0,454.7580611784548
147,2020-10-13,462.77241427667076,382.0967361969341,549.3451390479825,462.77241427667076,462.77241427667076,-2.3833795792244774,-2.3833795792244774,-2.3833795792244774,-2.3833795792244774,-2.3833795792244774,-2.3833795792244774,0.0,0.0,0.0,460.3890346974463
148,2020-10-14,464.92208264756675,378.7323045787313,549.2017662334154,464.92208264756675,464.92208264756675,-3.4943599920785937,-3.4943599920785937,-3.4943599920785937,-3.4943599920785937,-3.4943599920785937,-3.4943599920785937,0.0,0.0,0.0,461.42772265548814
149,2020-10-15,467.0717510184628,377.5970010055571,543.0376620709085,467.0717510184628,467.0717510184628,-3.843578695331639,-3.843578695331639,-3.843578695331639,-3.843578695331639,-3.843578695331639,-3.843578695331639,0.0,0.0,0.0,463.22817232313116
150,2020-10-16,469.22141938935863,373.11908872076896,539.9972814122457,469.22141938935863,469.22141938935863,-7.762546552069493,-7.762546552069493,-7.762546552069493,-7.762546552069493,-7.762546552069493,-7.762546552069493,0.0,0.0,0.0,461.45887283728916
151,2020-10-19,475.6704245020465,386.32566186240916,551.8031616234416,475.6704245020465,475.6704245020465,-5.864684727313129,-5.864684727313129,-5.864684727313129,-5.864684727313129,-5.864684727313129,-5.864684727313129,0.0,0.0,0.0,469.80573977473335
152,2020-10-20,478.0119682767008,386.3422841318287,560.3447783713516,478.0119682767008,478.0119682767008,-2.383379579216686,-2.383379579216686,-2.383379579216686,-2.383379579216686,-2.383379579216686,-2.383379579216686,0.0,0.0,0.0,475.62858869748413
153,2020-10-21,480.35351205135527,390.436075204577,559.9057710395167,480.35351205135527,480.35351205135527,-3.4943599920780204,-3.4943599920780204,-3.4943599920780204,-3.4943599920780204,-3.4943599920780204,-3.4943599920780204,0.0,0.0,0.0,476.8591520592772
154,2020-10-22,482.6950558260096,393.00207094999604,566.9443303971634,482.6950558260096,482.6950558260096,-3.8435786952993123,-3.8435786952993123,-3.8435786952993123,-3.8435786952993123,-3.8435786952993123,-3.8435786952993123,0.0,0.0,0.0,478.8514771307103
155,2020-10-23,485.03659960066415,399.8631934117742,565.2849213456066,485.03659960066415,485.03659960066415,-7.762546552056411,-7.762546552056411,-7.762546552056411,-7.762546552056411,-7.762546552056411,-7.762546552056411,0.0,0.0,0.0,477.27405304860775
156,2020-10-26,492.06123092462735,399.24537389315066,572.6879497022912,492.06123092462735,492.06123092462735,-5.864684727345969,-5.864684727345969,-5.864684727345969,-5.864684727345969,-5.864684727345969,-5.864684727345969,0.0,0.0,0.0,486.1965461972814
157,2020-10-27,494.4027746992818,403.4252989473341,579.3675932534719,494.4027746992818,494.4027746992818,-2.3833795792088943,-2.3833795792088943,-2.3833795792088943,-2.3833795792088943,-2.3833795792088943,-2.3833795792088943,0.0,0.0,0.0,492.0193951200729
158,2020-10-28,496.74431847393623,402.38223287596986,577.420666166019,496.74431847393623,496.74431847393623,-3.4943599920809816,-3.4943599920809816,-3.4943599920809816,-3.4943599920809816,-3.4943599920809816,-3.4943599920809816,0.0,0.0,0.0,493.24995848185523
159,2020-10-29,499.08586224859056,411.63189318516487,581.51282941033,499.08586224859056,499.08586224859056,-3.8435786953069826,-3.8435786953069826,-3.8435786953069826,-3.8435786953069826,-3.8435786953069826,-3.8435786953069826,0.0,0.0,0.0,495.2422835532836
160,2020-10-30,501.6160433486966,407.04246816275963,579.5294254921743,501.6160433486966,501.6160433486966,-7.762546552061042,-7.762546552061042,-7.762546552061042,-7.762546552061042,-7.762546552061042,-7.762546552061042,0.0,0.0,0.0,493.85349679663557
161,2020-11-02,509.206586649015,415.27605252855807,583.3947932951056,509.206586649015,509.206586649015,-5.864684727292769,-5.864684727292769,-5.864684727292769,-5.864684727292769,-5.864684727292769,-5.864684727292769,0.0,0.0,0.0,503.3419019217222
162,2020-11-03,511.7367677491211,426.75033981321513,596.1650573214562,511.7367677491211,511.7367677491211,-2.3833795792011023,-2.3833795792011023,-2.3833795792011023,-2.3833795792011023,-2.3833795792011023,-2.3833795792011023,0.0,0.0,0.0,509.35338816992
163,2020-11-04,514.2669488492273,423.58262249330346,600.7915794490727,514.2669488492273,514.2669488492273,-3.4943599920804074,-3.4943599920804074,-3.4943599920804074,-3.4943599920804074,-3.4943599920804074,-3.4943599920804074,0.0,0.0,0.0,510.7725888571469
164,2020-11-05,516.7971299493333,420.1668604420207,602.7043857284667,516.7971299493333,516.7971299493333,-3.8435786953058035,-3.8435786953058035,-3.8435786953058035,-3.8435786953058035,-3.8435786953058035,-3.8435786953058035,0.0,0.0,0.0,512.9535512540275
165,2020-11-06,519.3273110494395,429.31029435301775,598.0697446157476,519.3273110494395,519.3273110494395,-7.762546552030249,-7.762546552030249,-7.762546552030249,-7.762546552030249,-7.762546552030249,-7.762546552030249,0.0,0.0,0.0,511.5647644974092
166,2020-11-09,526.9178543497578,439.4259635829067,611.4450163771381,526.9178543497578,526.9178543497578,-5.864684727305694,-5.864684727305694,-5.864684727305694,-5.864684727305694,-5.864684727305694,-5.864684727305694,0.0,0.0,0.0,521.0531696224522
167,2020-11-10,529.448035449864,444.34276584317854,616.574861494859,529.448035449864,529.448035449864,-2.3833795792211356,-2.3833795792211356,-2.3833795792211356,-2.3833795792211356,-2.3833795792211356,-2.3833795792211356,0.0,0.0,0.0,527.0646558706429
168,2020-11-11,532.0550135812932,445.9466267089762,613.0721402398842,532.0550135812932,532.0550135812932,-3.4943599920816006,-3.4943599920816006,-3.4943599920816006,-3.4943599920816006,-3.4943599920816006,-3.4943599920816006,0.0,0.0,0.0,528.5606535892116
169,2020-11-12,534.6619917127224,450.4319827648355,620.0004350314176,534.6619917127224,534.6619917127224,-3.843578695304625,-3.843578695304625,-3.843578695304625,-3.843578695304625,-3.843578695304625,-3.843578695304625,0.0,0.0,0.0,530.8184130174178
170,2020-11-13,537.2689698441517,450.76557516295037,612.3263477885237,537.2689698441517,537.2689698441517,-7.762546552084719,-7.762546552084719,-7.762546552084719,-7.762546552084719,-7.762546552084719,-7.762546552084719,0.0,0.0,0.0,529.506423292067
171,2020-11-16,545.0899042384392,457.47923448596663,629.4989118581215,545.0899042384392,545.0899042384392,-5.8646847272987,-5.8646847272987,-5.8646847272987,-5.8646847272987,-5.8646847272987,-5.8646847272987,0.0,0.0,0.0,539.2252195111405
172,2020-11-17,547.6968823698685,460.24611476265534,632.5351665302547,547.6968823698685,547.6968823698685,-2.3833795792133436,-2.3833795792133436,-2.3833795792133436,-2.3833795792133436,-2.3833795792133436,-2.3833795792133436,0.0,0.0,0.0,545.3135027906551
173,2020-11-18,550.3038605012977,461.4769853707829,634.564938978516,550.3038605012977,550.3038605012977,-3.4943599920784374,-3.4943599920784374,-3.4943599920784374,-3.4943599920784374,-3.4943599920784374,-3.4943599920784374,0.0,0.0,0.0,546.8095005092192
174,2020-11-19,552.9108386327268,465.23598619959233,637.6222755163618,552.9108386327268,552.9108386327268,-3.8435786953211437,-3.8435786953211437,-3.8435786953211437,-3.8435786953211437,-3.8435786953211437,-3.8435786953211437,0.0,0.0,0.0,549.0672599374057
175,2020-11-20,555.5178167641559,464.0980431059025,637.1612991902833,555.5178167641559,555.5178167641559,-7.762546552071638,-7.762546552071638,-7.762546552071638,-7.762546552071638,-7.762546552071638,-7.762546552071638,0.0,0.0,0.0,547.7552702120843
176,2020-11-23,563.3387510992322,469.39502000319527,636.9420520023821,563.3387510992322,563.3387510992322,-5.864684727291707,-5.864684727291707,-5.864684727291707,-5.864684727291707,-5.864684727291707,-5.864684727291707,0.0,0.0,0.0,557.4740663719406
177,2020-11-24,565.9457292109242,479.5473283325352,653.0768186906762,565.9457292109242,565.9457292109242,-2.383379579217586,-2.383379579217586,-2.383379579217586,-2.383379579217586,-2.383379579217586,-2.383379579217586,0.0,0.0,0.0,563.5623496317066
178,2020-11-25,568.5527073226165,479.3161103034019,650.8594917974989,568.5527073226165,568.5527073226165,-3.4943599920796307,-3.4943599920796307,-3.4943599920796307,-3.4943599920796307,-3.4943599920796307,-3.4943599920796307,0.0,0.0,0.0,565.0583473305369
179,2020-11-27,573.7666635460006,475.1389075190124,655.331450135641,573.7666635460006,573.7666635460006,-7.762546552058555,-7.762546552058555,-7.762546552058555,-7.762546552058555,-7.762546552058555,-7.762546552058555,0.0,0.0,0.0,566.004116993942
180,2020-11-30,581.5875978810769,486.7363114015106,663.8285501742647,581.5875978810769,581.5875978810769,-5.864684727324548,-5.864684727324548,-5.864684727324548,-5.864684727324548,-5.864684727324548,-5.864684727324548,0.0,0.0,0.0,575.7229131537524
181,2020-12-01,584.194575992769,490.37136511986847,666.8751720182339,584.194575992769,584.194575992769,-2.38337957919776,-2.38337957919776,-2.38337957919776,-2.38337957919776,-2.38337957919776,-2.38337957919776,0.0,0.0,0.0,581.8111964135713
182,2020-12-02,586.801554104461,497.0076514901995,673.6379965984991,586.801554104461,586.801554104461,-3.494359992079058,-3.494359992079058,-3.494359992079058,-3.494359992079058,-3.494359992079058,-3.494359992079058,0.0,0.0,0.0,583.307194112382
183,2020-12-03,589.4085322161532,504.59202403865334,673.9805257759314,589.4085322161532,589.4085322161532,-3.843578695327636,-3.843578695327636,-3.843578695327636,-3.843578695327636,-3.843578695327636,-3.843578695327636,0.0,0.0,0.0,585.5649535208255
184,2020-12-04,592.0155102773883,501.78238885140956,667.5520798700367,592.0155102773883,592.0155102773883,-7.762546552095313,-7.762546552095313,-7.762546552095313,-7.762546552095313,-7.762546552095313,-7.762546552095313,0.0,0.0,0.0,584.2529637252931
