,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
185,2020-12-07,599.8364444610935,505.7916269701288,678.6873709168035,599.8364444610935,599.8364444610935,-5.864684727311182,-5.864684727311182,-5.864684727311182,-5.864684727311182,-5.864684727311182,-5.864684727311182,0.0,0.0,0.0,593.9717597337823
186,2020-12-08,602.4434225223288,516.8049920151566,681.24801752555,602.4434225223288,602.4434225223288,-2.383379579202003,-2.383379579202003,-2.383379579202003,-2.383379579202003,-2.383379579202003,-2.383379579202003,0.0,0.0,0.0,600.0600429431267
187,2020-12-09,605.0504005835638,510.4119994001005,687.5189267958449,605.0504005835638,605.0504005835638,-3.494359992080251,-3.494359992080251,-3.494359992080251,-3.494359992080251,-3.494359992080251,-3.494359992080251,0.0,0.0,0.0,601.5560405914836
188,2020-12-10,607.657378644799,519.7734335040354,683.9823484773972,607.657378644799,607.657378644799,-3.843578695304156,-3.843578695304156,-3.843578695304156,-3.843578695304156,-3.843578695304156,-3.843578695304156,0.0,0.0,0.0,603.8137999494949
189,2020-12-11,610.264356706034,515.2374392416261,686.9075186479162,610.264356706034,610.264356706034,-7.762546552082233,-7.762546552082233,-7.762546552082233,-7.762546552082233,-7.762546552082233,-7.762546552082233,0.0,0.0,0.0,602.5018101539519
190,2020-12-14,618.0852908897394,524.1986551440611,699.3923064093166,618.0852908897394,618.0852908897394,-5.864684727304188,-5.864684727304188,-5.864684727304188,-5.864684727304188,-5.864684727304188,-5.864684727304188,0.0,0.0,0.0,612.2206061624353
191,2020-12-15,620.6922689509745,529.5724416403312,704.6169079540296,620.6922689509745,620.6922689509745,-2.3833795792220376,-2.3833795792220376,-2.3833795792220376,-2.3833795792220376,-2.3833795792220376,-2.3833795792220376,0.0,0.0,0.0,618.3088893717525
192,2020-12-16,623.2992466155922,534.633475111552,701.9608824176977,623.2992466155922,623.2992466155922,-3.4943599920796764,-3.4943599920796764,-3.4943599920796764,-3.4943599920796764,-3.4943599920796764,-3.4943599920796764,0.0,0.0,0.0,619.8048866235125
193,2020-12-17,625.9062242802098,541.4703711350592,706.6875974037802,625.9062242802098,625.9062242802098,-3.8435786953118263,-3.8435786953118263,-3.8435786953118263,-3.8435786953118263,-3.8435786953118263,-3.8435786953118263,0.0,0.0,0.0,622.062645584898
194,2020-12-18,628.5132019448274,537.3626268414906,701.3806903636373,628.5132019448274,628.5132019448274,-7.76254655206915,-7.76254655206915,-7.76254655206915,-7.76254655206915,-7.76254655206915,-7.76254655206915,0.0,0.0,0.0,620.7506553927583
195,2020-12-21,636.3341349386803,539.0477360660548,717.0211039597511,636.3341349386803,636.3341349386803,-5.864684727297196,-5.864684727297196,-5.864684727297196,-5.864684727297196,-5.864684727297196,-5.864684727297196,0.0,0.0,0.0,630.4694502113831
196,2020-12-22,638.9411126032979,553.9322848897993,725.6154798215621,638.9411126032979,638.9411126032979,-2.3833795792142434,-2.3833795792142434,-2.3833795792142434,-2.3833795792142434,-2.3833795792142434,-2.3833795792142434,0.0,0.0,0.0,636.5577330240837
197,2020-12-23,641.5480902679155,554.212011614116,722.4441143792576,641.5480902679155,641.5480902679155,-3.4943599920826376,-3.4943599920826376,-3.4943599920826376,-3.4943599920826376,-3.4943599920826376,-3.4943599920826376,0.0,0.0,0.0,638.0537302758329
198,2020-12-24,644.155067932533,546.9634704742471,722.0379253721632,644.155067932533,644.155067932533,-3.8435786953194975,-3.8435786953194975,-3.8435786953194975,-3.8435786953194975,-3.8435786953194975,-3.8435786953194975,0.0,0.0,0.0,640.3114892372136
199,2020-12-28,654.5829785910034,565.4894456869864,730.4987106052514,654.5829785910034,654.5829785910034,-5.864684727310118,-5.864684727310118,-5.864684727310118,-5.864684727310118,-5.864684727310118,-5.864684727310118,0.0,0.0,0.0,648.7182938636934
200,2020-12-29,657.04006383239,570.5617364988728,743.7635455938145,657.04006383239,657.04006383239,-2.383379579206452,-2.383379579206452,-2.383379579206452,-2.383379579206452,-2.383379579206452,-2.383379579206452,0.0,0.0,0.0,654.6566842531836
201,2020-12-30,659.4971490737765,570.5170346341233,737.8116993532873,659.4971490737765,659.4971490737765,-3.4943599920820634,-3.4943599920820634,-3.4943599920820634,-3.4943599920820634,-3.4943599920820634,-3.4943599920820634,0.0,0.0,0.0,656.0027890816945
202,2020-12-31,661.954234315163,570.459860444087,743.317149762137,661.954234315163,661.954234315163,-3.843578695296018,-3.843578695296018,-3.843578695296018,-3.843578695296018,-3.843578695296018,-3.843578695296018,0.0,0.0,0.0,658.110655619867
203,2021-01-04,671.7825752807092,580.7123201881639,755.250299635507,671.7825752807092,671.7825752807092,-5.864684727323044,-5.864684727323044,-5.864684727323044,-5.864684727323044,-5.864684727323044,-5.864684727323044,0.0,0.0,0.0,665.9178905533862
204,2021-01-05,674.2396605220957,585.0113161223987,758.8633753374855,674.2396605220957,674.2396605220957,-2.383379579210694,-2.383379579210694,-2.383379579210694,-2.383379579210694,-2.383379579210694,-2.383379579210694,0.0,0.0,0.0,671.8562809428851
205,2021-01-06,676.6967457634823,584.15531402244,757.9723956209165,676.6967457634823,676.6967457634823,-3.4943599920788992,-3.4943599920788992,-3.4943599920788992,-3.4943599920788992,-3.4943599920788992,-3.4943599920788992,0.0,0.0,0.0,673.2023857714034
206,2021-01-07,679.1538310048688,584.5617203122227,764.7980291764832,679.1538310048688,679.1538310048688,-3.843578695294839,-3.843578695294839,-3.843578695294839,-3.843578695294839,-3.843578695294839,-3.843578695294839,0.0,0.0,0.0,675.310252309574
207,2021-01-08,681.6109162462553,577.8382912310784,755.2933931653625,681.6109162462553,681.6109162462553,-7.762546552065331,-7.762546552065331,-7.762546552065331,-7.762546552065331,-7.762546552065331,-7.762546552065331,0.0,0.0,0.0,673.84836969419
208,2021-01-11,688.982171970415,595.0938724179783,766.1752661300009,688.982171970415,688.982171970415,-5.8646847272897595,-5.8646847272897595,-5.8646847272897595,-5.8646847272897595,-5.8646847272897595,-5.8646847272897595,0.0,0.0,0.0,683.1174872431253
209,2021-01-12,691.4392572118015,604.0180417954572,773.1716293878108,691.4392572118015,691.4392572118015,-2.3833795792149366,-2.3833795792149366,-2.3833795792149366,-2.3833795792149366,-2.3833795792149366,-2.3833795792149366,0.0,0.0,0.0,689.0558776325865
210,2021-01-13,693.896342453188,605.6606742387158,774.6264731554346,693.896342453188,693.896342453188,-3.4943599920800934,-3.4943599920800934,-3.4943599920800934,-3.4943599920800934,-3.4943599920800934,-3.4943599920800934,0.0,0.0,0.0,690.4019824611079
211,2021-01-14,696.3534276945745,605.2141904424268,771.3516014824557,696.3534276945745,696.3534276945745,-3.8435786953113578,-3.8435786953113578,-3.8435786953113578,-3.8435786953113578,-3.8435786953113578,-3.8435786953113578,0.0,0.0,0.0,692.5098489992631
212,2021-01-15,698.8105129359611,600.5582442355173,774.0003353062008,698.8105129359611,698.8105129359611,-7.76254655205225,-7.76254655205225,-7.76254655205225,-7.76254655205225,-7.76254655205225,-7.76254655205225,0.0,0.0,0.0,691.0479663839088
213,2021-01-19,708.6388539015073,615.1536567292103,786.8579445742843,708.6388539015073,708.6388539015073,-2.3833795792071446,-2.3833795792071446,-2.3833795792071446,-2.3833795792071446,-2.3833795792071446,-2.3833795792071446,0.0,0.0,0.0,706.2554743223002
214,2021-01-20,711.0959391428938,621.510479987902,790.9326657384998,711.0959391428938,711.0959391428938,-3.4943599920812867,-3.4943599920812867,-3.4943599920812867,-3.4943599920812867,-3.4943599920812867,-3.4943599920812867,0.0,0.0,0.0,707.6015791508125
215,2021-01-21,713.5530243842803,627.5198871755792,796.9462353695695,713.5530243842803,713.5530243842803,-3.8435786953101796,-3.8435786953101796,-3.8435786953101796,-3.8435786953101796,-3.8435786953101796,-3.8435786953101796,0.0,0.0,0.0,709.7094456889702
216,2021-01-22,716.0101096256668,624.2353733115461,795.977582053983,716.0101096256668,716.0101096256668,-7.762546552089007,-7.762546552089007,-7.762546552089007,-7.762546552089007,-7.762546552089007,-7.762546552089007,0.0,0.0,0.0,708.2475630735778
217,2021-01-25,723.3813653498265,635.0036561917726,799.3949470158631,723.3813653498265,723.3813653498265,-5.864684727315609,-5.864684727315609,-5.864684727315609,-5.864684727315609,-5.864684727315609,-5.864684727315609,0.0,0.0,0.0,717.5166806225109
218,2021-01-26,725.8384505912129,634.617368262722,805.0984566891657,725.8384505912129,725.8384505912129,-2.3833795791993535,-2.3833795791993535,-2.3833795791993535,-2.3833795791993535,-2.3833795791993535,-2.3833795791993535,0.0,0.0,0.0,723.4550710120136
219,2021-01-27,728.2955358325996,637.0103346448986,812.8874563386016,728.2955358325996,728.2955358325996,-3.4943599920781234,-3.4943599920781234,-3.4943599920781234,-3.4943599920781234,-3.4943599920781234,-3.4943599920781234,0.0,0.0,0.0,724.8011758405215
220,2021-01-28,730.7526210739861,637.7988589132283,817.2778505189347,730.7526210739861,730.7526210739861,-3.84357869531785,-3.84357869531785,-3.84357869531785,-3.84357869531785,-3.84357869531785,-3.84357869531785,0.0,0.0,0.0,726.9090423786682
221,2021-01-29,733.2097063153726,638.2926289130643,809.1792270478261,733.2097063153726,733.2097063153726,-7.762546552093638,-7.762546552093638,-7.762546552093638,-7.762546552093638,-7.762546552093638,-7.762546552093638,0.0,0.0,0.0,725.4471597632789
222,2021-02-01,740.5809620395323,654.403147282083,820.4466454660778,740.5809620395323,740.5809620395323,-5.864684727308615,-5.864684727308615,-5.864684727308615,-5.864684727308615,-5.864684727308615,-5.864684727308615,0.0,0.0,0.0,734.7162773122237
223,2021-02-02,743.0380472809187,645.42056920917,819.7211060548913,743.0380472809187,743.0380472809187,-2.383379579219386,-2.383379579219386,-2.383379579219386,-2.383379579219386,-2.383379579219386,-2.383379579219386,0.0,0.0,0.0,740.6546677016993
224,2021-02-03,745.4951325223053,663.1994399959992,834.1000883175824,745.4951325223053,745.4951325223053,-3.4943599920793167,-3.4943599920793167,-3.4943599920793167,-3.4943599920793167,-3.4943599920793167,-3.4943599920793167,0.0,0.0,0.0,742.000772530226
225,2021-02-04,747.9522177636918,660.2702938155508,825.330241578371,747.9522177636918,747.9522177636918,-3.8435786953166713,-3.8435786953166713,-3.8435786953166713,-3.8435786953166713,-3.8435786953166713,-3.8435786953166713,0.0,0.0,0.0,744.1086390683752
226,2021-02-05,750.4093030050784,654.5755637714948,827.2364584827772,750.4093030050784,750.4093030050784,-7.762546552062843,-7.762546552062843,-7.762546552062843,-7.762546552062843,-7.762546552062843,-7.762546552062843,0.0,0.0,0.0,742.6467564530155
227,2021-02-08,757.7805587292379,664.0431710887243,834.5044330308322,757.7805587292379,757.7805587292379,-5.864684727321538,-5.864684727321538,-5.864684727321538,-5.864684727321538,-5.864684727321538,-5.864684727321538,0.0,0.0,0.0,751.9158740019163
228,2021-02-09,760.2376439706245,670.6551116973022,845.246468483961,760.2376439706245,760.2376439706245,-2.383379579223628,-2.383379579223628,-2.383379579223628,-2.383379579223628,-2.383379579223628,-2.383379579223628,0.0,0.0,0.0,757.8542643914009
229,2021-02-10,762.694729212011,675.7600405391036,842.7908979696466,762.694729212011,762.694729212011,-3.494359992078742,-3.494359992078742,-3.494359992078742,-3.494359992078742,-3.494359992078742,-3.494359992078742,0.0,0.0,0.0,759.2003692199322
230,2021-02-11,765.1518144533976,674.5975315694923,848.4115103542088,765.1518144533976,765.1518144533976,-3.8435786953243416,-3.8435786953243416,-3.8435786953243416,-3.8435786953243416,-3.8435786953243416,-3.8435786953243416,0.0,0.0,0.0,761.3082357580732
231,2021-02-12,767.6088996947841,670.3392522125217,842.8764237260069,767.6088996947841,767.6088996947841,-7.762546552067474,-7.762546552067474,-7.762546552067474,-7.762546552067474,-7.762546552067474,-7.762546552067474,0.0,0.0,0.0,759.8463531427167
232,2021-02-16,777.4372406603303,694.9724397305503,863.2871295062452,777.4372406603303,777.4372406603303,-2.3833795792038037,-2.3833795792038037,-2.3833795792038037,-2.3833795792038037,-2.3833795792038037,-2.3833795792038037,0.0,0.0,0.0,775.0538610811265
233,2021-02-17,779.8943259017168,690.8394710116412,863.2811524015435,779.8943259017168,779.8943259017168,-3.494359992081704,-3.494359992081704,-3.494359992081704,-3.494359992081704,-3.494359992081704,-3.494359992081704,0.0,0.0,0.0,776.3999659096351
234,2021-02-18,782.3514111431033,684.0584164273321,861.893839825006,782.3514111431033,782.3514111431033,-3.8435786953008626,-3.8435786953008626,-3.8435786953008626,-3.8435786953008626,-3.8435786953008626,-3.8435786953008626,0.0,0.0,0.0,778.5078324478025
235,2021-02-19,784.8084963844899,693.2607277590643,863.5427949702655,784.8084963844899,784.8084963844899,-7.762546552054393,-7.762546552054393,-7.762546552054393,-7.762546552054393,-7.762546552054393,-7.762546552054393,0.0,0.0,0.0,777.0459498324356
236,2021-02-22,792.1797521086495,698.9167109818012,876.3419431483153,792.1797521086495,792.1797521086495,-5.86468472732747,-5.86468472732747,-5.86468472732747,-5.86468472732747,-5.86468472732747,-5.86468472732747,0.0,0.0,0.0,786.315067381322
237,2021-02-23,794.636837350036,702.5516271007237,878.2900068978873,794.636837350036,794.636837350036,-2.383379579235872,-2.383379579235872,-2.383379579235872,-2.383379579235872,-2.383379579235872,-2.383379579235872,0.0,0.0,0.0,792.2534577708001
238,2021-02-24,797.0939225914226,710.9417708544726,879.1730431937531,797.0939225914226,797.0939225914226,-3.494359992081129,-3.494359992081129,-3.494359992081129,-3.494359992081129,-3.494359992081129,-3.494359992081129,0.0,0.0,0.0,793.5995625993414
239,2021-02-25,799.551007832809,711.9582742077661,881.5279459937271,799.551007832809,799.551007832809,-3.843578695308533,-3.843578695308533,-3.843578695308533,-3.843578695308533,-3.843578695308533,-3.843578695308533,0.0,0.0,0.0,795.7074291375004
240,2021-02-26,802.0080930741957,707.9490606979854,882.3890445700916,802.0080930741957,802.0080930741957,-7.762546552059024,-7.762546552059024,-7.762546552059024,-7.762546552059024,-7.762546552059024,-7.762546552059024,0.0,0.0,0.0,794.2455465221367
241,2021-03-01,809.3793487983552,708.3378640941494,885.9354761514128,809.3793487983552,809.3793487983552,-5.864684727294185,-5.864684727294185,-5.864684727294185,-5.864684727294185,-5.864684727294185,-5.864684727294185,0.0,0.0,0.0,803.514664071061
242,2021-03-02,811.8364340397418,726.3506213403824,898.0379457037491,811.8364340397418,811.8364340397418,-2.3833795792160464,-2.3833795792160464,-2.3833795792160464,-2.3833795792160464,-2.3833795792160464,-2.3833795792160464,0.0,0.0,0.0,809.4530544605258
243,2021-03-03,814.2935192811283,727.7884188783565,896.0155884702903,814.2935192811283,814.2935192811283,-3.4943599920805557,-3.4943599920805557,-3.4943599920805557,-3.4943599920805557,-3.4943599920805557,-3.4943599920805557,0.0,0.0,0.0,810.7991592890477
244,2021-03-04,816.7506045225148,729.3821255024551,899.9292857212532,816.7506045225148,816.7506045225148,-3.8435786953073547,-3.8435786953073547,-3.8435786953073547,-3.8435786953073547,-3.8435786953073547,-3.8435786953073547,0.0,0.0,0.0,812.9070258272075
245,2021-03-05,819.2076897639013,725.6405752416555,899.1715916353995,819.2076897639013,819.2076897639013,-7.762546552078069,-7.762546552078069,-7.762546552078069,-7.762546552078069,-7.762546552078069,-7.762546552078069,0.0,0.0,0.0,811.4451432118232
246,2021-03-08,826.5789454880609,735.6428350932268,904.5692920189767,826.5789454880609,826.5789454880609,-5.86468472730711,-5.86468472730711,-5.86468472730711,-5.86468472730711,-5.86468472730711,-5.86468472730711,0.0,0.0,0.0,820.7142607607537
247,2021-03-09,829.0360307294475,738.3697217069323,907.3054542665564,829.0360307294475,829.0360307294475,-2.383379579220288,-2.383379579220288,-2.383379579220288,-2.383379579220288,-2.383379579220288,-2.383379579220288,0.0,0.0,0.0,826.6526511502271
248,2021-03-10,831.4931159708341,737.6699216076031,916.4367722561005,831.4931159708341,831.4931159708341,-3.4943599920817494,-3.4943599920817494,-3.4943599920817494,-3.4943599920817494,-3.4943599920817494,-3.4943599920817494,0.0,0.0,0.0,827.9987559787523
249,2021-03-11,833.9502012122206,741.8910858482766,917.4342507742053,833.9502012122206,833.9502012122206,-3.8435786953238735,-3.8435786953238735,-3.8435786953238735,-3.8435786953238735,-3.8435786953238735,-3.8435786953238735,0.0,0.0,0.0,830.1066225168967
250,2021-03-12,836.4072864536071,739.4890071007102,908.5009475749209,836.4072864536071,836.4072864536071,-7.762546552064988,-7.762546552064988,-7.762546552064988,-7.762546552064988,-7.762546552064988,-7.762546552064988,0.0,0.0,0.0,828.644739901542
251,2021-03-13,838.8643716949937,760.58649521739,932.7869011193337,838.8643716949937,838.8643716949937,11.674274174982694,11.674274174982694,11.674274174982694,11.674274174982694,11.674274174982694,11.674274174982694,0.0,0.0,0.0,850.5386458699763
252,2021-03-14,841.3214569363801,767.597924171029,940.4159264964035,841.3214569363801,841.3214569363801,11.674275370936138,11.674275370936138,11.674275370936138,11.674275370936138,11.674275370936138,11.674275370936138,0.0,0.0,0.0,852.9957323073162
253,2021-03-15,843.7785421777667,758.3563685561066,922.4774777982304,843.7781752183253,843.7785421777667,-5.8646847273001175,-5.8646847273001175,-5.8646847273001175,-5.8646847273001175,-5.8646847273001175,-5.8646847273001175,0.0,0.0,0.0,837.9138574504666
254,2021-03-16,846.2356274191532,758.9732222894011,935.1245687704976,846.2243642344589,846.2449952447037,-2.383379579212496,-2.383379579212496,-2.383379579212496,-2.383379579212496,-2.383379579212496,-2.383379579212496,0.0,0.0,0.0,843.8522478399407
255,2021-03-17,848.6927126605398,759.9645665271511,930.6909157064606,848.6617506283064,848.7207947828783,-3.4943599920768174,-3.4943599920768174,-3.4943599920768174,-3.4943599920768174,-3.4943599920768174,-3.4943599920768174,0.0,0.0,0.0,845.1983526684629
256,2021-03-18,851.1497979019264,761.3570910569987,931.92656453566,851.0947682636366,851.1999402883251,-3.8435786953226954,-3.8435786953226954,-3.8435786953226954,-3.8435786953226954,-3.8435786953226954,-3.8435786953226954,0.0,0.0,0.0,847.3062192066037
257,2021-03-19,853.6068831433129,760.8221296991032,932.3793623977822,853.522415363089,853.6810777660551,-7.762546552051907,-7.762546552051907,-7.762546552051907,-7.762546552051907,-7.762546552051907,-7.762546552051907,0.0,0.0,0.0,845.8443365912609
258,2021-03-20,856.0639683846995,787.9201005095995,951.0463568247083,855.9474938150036,856.1638645375773,11.674274175010252,11.674274175010252,11.674274175010252,11.674274175010252,11.674274175010252,11.674274175010252,0.0,0.0,0.0,867.7382425597098
259,2021-03-21,858.5210536260859,785.391594110288,954.8571859483075,858.3640141407329,858.6570973837917,11.674275370932559,11.674275370932559,11.674275370932559,11.674275370932559,11.674275370932559,11.674275370932559,0.0,0.0,0.0,870.1953289970185
260,2021-03-22,860.9781388674725,766.5646902032086,940.1173236000865,860.768717519649,861.147441024601,-5.86468472728675,-5.86468472728675,-5.86468472728675,-5.86468472728675,-5.86468472728675,-5.86468472728675,0.0,0.0,0.0,855.1134541401857
261,2021-03-23,863.435224108859,775.4540966540542,943.175168015049,863.1918178845287,863.6357510734944,-2.3833795792047034,-2.3833795792047034,-2.3833795792047034,-2.3833795792047034,-2.3833795792047034,-2.3833795792047034,0.0,0.0,0.0,861.0518445296542
262,2021-03-24,865.8923093502453,779.5371953255094,944.5514368010386,865.6086264868628,866.1285066438712,-3.4943599920797785,-3.4943599920797785,-3.4943599920797785,-3.4943599920797785,-3.4943599920797785,-3.4943599920797785,0.0,0.0,0.0,862.3979493581655
263,2021-03-25,868.3493945916322,772.3365633108166,948.6193292871383,868.010247973987,868.6162254620625,-3.843578695321516,-3.843578695321516,-3.843578695321516,-3.843578695321516,-3.843578695321516,-3.843578695321516,0.0,0.0,0.0,864.5058158963107
264,2021-03-26,870.8064798330187,777.2033564433762,951.6358117008895,870.3999034694425,871.1163681296641,-7.762546552056538,-7.762546552056538,-7.762546552056538,-7.762546552056538,-7.762546552056538,-7.762546552056538,0.0,0.0,0.0,863.0439332809622
265,2021-03-27,873.263565074405,804.3921933867857,973.1041196773677,872.8149158909708,873.599342683182,11.674274175014746,11.674274175014746,11.674274175014746,11.674274175014746,11.674274175014746,11.674274175014746,0.0,0.0,0.0,884.9378392494198
266,2021-03-28,875.7206503157917,795.078087420645,975.4317110722493,875.1923839826293,876.1018426250788,11.67427537095474,11.67427537095474,11.67427537095474,11.67427537095474,11.67427537095474,11.67427537095474,0.0,0.0,0.0,887.3949256867464
267,2021-03-29,878.1777355571783,778.9544465096387,956.7577352785189,877.5950850723206,878.6227242992815,-5.864684727279758,-5.864684727279758,-5.864684727279758,-5.864684727279758,-5.864684727279758,-5.864684727279758,0.0,0.0,0.0,872.3130508298985
268,2021-03-30,880.6348207985648,793.9634078036902,960.4810026133862,880.0075648725742,881.1579926653769,-2.38337957919691,-2.38337957919691,-2.38337957919691,-2.38337957919691,-2.38337957919691,-2.38337957919691,0.0,0.0,0.0,878.2514412193678
269,2021-03-31,883.0919060399511,797.6480862601558,968.0043966530986,882.393151035474,883.6830466978919,-3.494359992079205,-3.494359992079205,-3.494359992079205,-3.494359992079205,-3.494359992079205,-3.494359992079205,0.0,0.0,0.0,879.5975460478719
270,2021-04-01,885.5489912813377,793.677843904642,962.5744799541893,884.7939823279584,886.1982231287286,-3.843578695329186,-3.843578695329186,-3.843578695329186,-3.843578695329186,-3.843578695329186,-3.843578695329186,0.0,0.0,0.0,881.7054125860086
271,2021-04-02,888.0060765227246,798.5360745192249,961.9587427755503,887.1802916034972,888.702279582784,-7.762546552093294,-7.762546552093294,-7.762546552093294,-7.762546552093294,-7.762546552093294,-7.762546552093294,0.0,0.0,0.0,880.2435299706312
272,2021-04-03,890.4631617641109,812.2950012896862,990.7748063959384,889.5431058930992,891.2389785667717,11.674274175019237,11.674274175019237,11.674274175019237,11.674274175019237,11.674274175019237,11.674274175019237,0.0,0.0,0.0,902.1374359391301
273,2021-04-04,892.9202470054975,823.3457318648638,986.097770603423,891.9270610265728,893.7673883466072,11.674275370975016,11.674275370975016,11.674275370975016,11.674275370975016,11.674275370975016,11.674275370975016,0.0,0.0,0.0,904.5945223764725
274,2021-04-05,895.3773322468841,808.3516694999878,977.3647467548304,894.3145785730728,896.2975978865876,-5.864684727312598,-5.864684727312598,-5.864684727312598,-5.864684727312598,-5.864684727312598,-5.864684727312598,0.0,0.0,0.0,889.5126475195715
275,2021-04-06,897.8344174882704,815.0076424041326,978.3947998308863,896.7152755232818,898.8209644163906,-2.3833795792011525,-2.3833795792011525,-2.3833795792011525,-2.3833795792011525,-2.3833795792011525,-2.3833795792011525,0.0,0.0,0.0,895.4510379090693
276,2021-04-07,900.291502729657,803.3980628740908,980.8617699136596,899.1163099654214,901.3435481078642,-3.494359992080399,-3.494359992080399,-3.494359992080399,-3.494359992080399,-3.494359992080399,-3.494359992080399,0.0,0.0,0.0,896.7971427375767
277,2021-04-08,902.7485879710435,812.4103933811717,984.5093249230108,901.4910866117151,903.8521561075461,-3.8435786953057063,-3.8435786953057063,-3.8435786953057063,-3.8435786953057063,-3.8435786953057063,-3.8435786953057063,0.0,0.0,0.0,898.9050092757378
278,2021-04-09,905.2056732124299,815.7390200623098,989.4808460629863,903.8709044576312,906.3598264947225,-7.762546552097925,-7.762546552097925,-7.762546552097925,-7.762546552097925,-7.762546552097925,-7.762546552097925,0.0,0.0,0.0,897.443126660332
279,2021-04-10,907.6627584538165,831.2620411796014,1006.2960709091099,906.2400494562396,908.8825641541822,11.67427417502373,11.67427417502373,11.67427417502373,11.67427417502373,11.67427417502373,11.67427417502373,0.0,0.0,0.0,919.3370326288402
280,2021-04-11,910.1198436952033,832.493552566523,1005.9296481460632,908.6238071310198,911.4431536683015,11.674275370947582,11.674275370947582,11.674275370947582,11.674275370947582,11.674275370947582,11.674275370947582,0.0,0.0,0.0,921.7941190661509
